DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,AQHI
2025-03-27 07:38:43-07:00,11.15,212.04700000000003,4.383,13.3245,13.547999999999998,453.14,12.1,80.2,0.39,0.98,0.98,1.8704255042636737
2025-03-27 07:39:43-07:00,11.19,214.83000000000004,5.076,13.0935,12.143999999999998,453.7,12.1,80.3,0.13,1.09,1.1,1.826711408487212
2025-03-27 07:40:44-07:00,11.21,213.411,5.157000000000001,11.802000000000001,14.027999999999999,453.89,12.1,80.2,0.49,1.32,1.36,1.811924193414386
2025-03-27 07:41:44-07:00,11.23,208.615,4.941000000000001,12.873000000000001,15.984,453.96,12.1,80.2,0.62,1.37,1.67,1.8532318539387764
2025-03-27 07:42:45-07:00,11.23,211.86,4.437,12.621,17.904,454.39,12.1,80.1,0.51,1.52,1.62,1.895143293332312
2025-03-27 07:43:45-07:00,11.24,208.84600000000003,5.067,12.0645,12.839999999999998,455.29,12.1,80.2,0.61,1.53,1.56,1.8713901598547857
2025-03-27 07:44:45-07:00,11.25,204.80900000000003,6.165,14.7735,8.076,455.75,12.1,80.2,0.61,1.33,1.34,1.8504568706213487
2025-03-27 07:45:44-07:00,11.25,205.491,6.255,14.658000000000001,10.764000000000001,455.91,12.1,80.2,0.54,1.18,1.19,1.8501455075387028
2025-03-27 07:46:44-07:00,11.25,208.637,5.859,14.038499999999999,14.364,455.97,12.1,80.1,0.7,1.35,1.43,1.8657607420929707
2025-03-27 07:47:44-07:00,11.25,212.025,6.057,13.503,14.052000000000001,455.99,12.1,80.1,0.84,1.47,1.5,1.8726563895540835
2025-03-27 07:48:44-07:00,11.25,204.28100000000003,5.58,14.059500000000002,14.232,455.84,12.1,80.1,0.41,1.09,1.09,1.8818172379969205
2025-03-27 07:49:44-07:00,11.27,207.669,4.131,16.0545,11.46,455.58,12.1,80.1,0.56,1.06,1.07,1.8914088260418207
2025-03-27 07:50:44-07:00,11.3,207.592,5.841,16.0335,11.027999999999999,455.85,12.2,80.1,0.31,1.23,1.24,1.8982761410157012
2025-03-27 07:51:46-07:00,11.32,206.019,2.952,13.6605,19.668,455.41,12.1,79.5,0.38,1.19,1.2,1.9217573530593535
2025-03-27 07:52:46-07:00,11.33,204.556,4.689,12.747000000000002,17.28,453.47,12.2,79.6,0.12,1.2,1.2,1.9287004178561866
2025-03-27 07:53:46-07:00,11.33,201.39900000000003,3.303,14.469,16.139999999999997,452.52,12.2,79.6,0.04,0.92,1.07,1.9393722128268107
2025-03-27 07:54:46-07:00,11.34,206.987,2.799,13.923,18.3,451.6,12.2,79.5,0.03,0.98,1.02,1.9528429339843871
2025-03-27 07:55:46-07:00,11.34,206.06300000000002,5.139,13.314,17.724,450.86,12.2,79.6,0.04,0.57,0.59,1.959218385361962
2025-03-27 07:56:45-07:00,11.34,201.11300000000003,4.752000000000001,13.65,17.04,450.07,12.2,79.6,0.02,0.93,0.94,1.965436837310332
2025-03-27 07:57:45-07:00,11.35,202.48800000000003,3.9690000000000003,13.870500000000002,16.392,449.54,12.2,79.5,0.01,0.98,0.98,1.9703992940218482
2025-03-27 07:58:45-07:00,11.35,202.22400000000002,5.3100000000000005,13.1355,17.724,449.84,12.2,79.6,0.28,1.25,1.25,1.975826444321717
2025-03-27 07:59:45-07:00,11.35,200.86,4.797000000000001,14.616,14.604,449.74,12.2,79.5,0.2,0.76,0.88,1.9780395342327475
2025-03-27 08:00:41-07:00,11.35,197.428,5.301,14.521500000000001,13.728,449.72,12.2,79.6,0.07,0.86,0.9,1.9779334992319677
2025-03-27 08:01:42-07:00,11.35,200.75000000000003,7.029,12.831000000000001,15.096,449.25,12.2,79.5,0.02,1.0,1.08,1.9751059586182045
2025-03-27 08:02:42-07:00,11.35,203.07100000000003,4.392,13.167,13.908,448.63,12.2,79.5,0.01,0.81,0.93,1.970814583847304
2025-03-27 08:03:42-07:00,11.35,206.019,5.274,12.2955,17.796,448.22,12.2,79.4,0.04,1.14,1.18,1.9723899974797798
2025-03-27 08:04:42-07:00,11.36,202.543,7.38,11.676,17.892,448.16,12.2,79.5,0.13,1.02,1.04,1.9718816065434224
