DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,124,22,-1,-33,1581945843,17,753765838,AQI
2025-03-17 20:52:57-07:00,13.1,160.919,3.789,7.990500000000001,14.723999999999998,402.0,12.4,47.8,0.0,0.0,0.03,31.0,0.0,-6.0,STAT,,,,2.9448
2025-03-17 20:53:58-07:00,13.12,166.793,5.589,5.932500000000001,17.424,402.0,12.5,46.9,0.0,0.0,0.01,31.0,-1.0,-5.0,STAT,,,,3.4848
2025-03-17 20:54:58-07:00,13.14,163.042,2.133,7.875,15.935999999999998,402.0,12.6,47.9,0.0,0.0,0.0,32.0,-2.0,-6.0,STAT,,,,3.1872
2025-03-17 20:55:58-07:00,13.19,166.661,4.923,5.7225,14.424,401.87,12.7,46.3,0.0,0.0,0.0,32.0,-2.0,-7.0,STAT,,,,2.8848000000000003
2025-03-17 20:56:59-07:00,13.22,175.95600000000002,6.399,4.683,14.723999999999998,401.95,12.8,45.0,0.0,0.03,0.16,31.0,-2.0,-7.0,STAT,,,,2.9688
2025-03-17 20:57:59-07:00,13.28,168.828,7.596,6.531,15.408,401.79,12.8,45.5,0.0,0.03,0.23,30.0,-1.0,-6.0,STAT,,,,3.1056
2025-03-17 20:59:01-07:00,13.31,162.42600000000002,5.229,6.678000000000001,14.831999999999999,401.87,12.8,45.0,0.0,0.01,0.08,31.0,0.0,-6.0,STAT,,,,2.9744
2025-03-17 21:00:01-07:00,13.33,158.455,6.822,4.494000000000001,15.588,401.31,12.9,44.7,0.0,0.0,0.03,31.0,-2.0,-7.0,STAT,,,,3.1176
2025-03-17 21:01:01-07:00,13.37,154.55,5.022,4.284000000000001,16.811999999999998,401.11,12.9,44.5,0.0,0.0,0.01,31.0,-2.0,-6.0,STAT,,,,3.3623999999999996
2025-03-17 21:02:01-07:00,13.39,151.20600000000002,3.8160000000000003,5.7435,14.304,401.04,12.9,45.0,0.0,0.17,0.3,31.0,-1.0,-6.0,STAT,,,,2.9968000000000004
2025-03-17 21:03:01-07:00,13.4,149.79800000000003,4.599,5.764500000000001,14.388,401.1,12.9,44.7,0.0,0.19,0.34,32.0,-1.0,-7.0,STAT,,,,3.0296000000000003
2025-03-17 21:04:00-07:00,13.39,159.15900000000002,5.931,6.93,12.12,401.62,12.8,44.2,0.0,0.11,0.16,31.0,0.0,-7.0,STAT,,,,2.512
2025-03-17 21:05:01-07:00,13.35,150.44700000000003,7.731,7.0875,11.844,401.25,12.8,44.2,0.32,1.03,1.22,30.0,0.0,-6.0,STAT,,,,3.1928
2025-03-17 21:06:01-07:00,13.34,150.82100000000003,7.839000000000001,6.373500000000001,13.356,401.09,12.8,43.8,0.1,0.34,0.56,30.0,0.0,-6.0,STAT,,,,2.9432
2025-03-17 21:07:01-07:00,13.33,156.42,6.9030000000000005,5.806500000000001,12.047999999999998,401.03,12.8,43.8,0.03,0.11,0.18,31.0,-2.0,-7.0,STAT,,,,2.4976
2025-03-17 21:08:01-07:00,13.32,160.76500000000001,8.424,4.8195,15.107999999999999,401.01,12.7,43.5,0.01,0.04,0.06,29.0,-1.0,-6.0,STAT,,,,3.0536
2025-03-17 21:09:02-07:00,13.32,159.126,7.749,5.8275,13.728,401.0,12.7,43.4,0.0,0.31,0.32,30.0,0.0,-6.0,STAT,,,,2.9936
2025-03-17 21:09:57-07:00,13.31,167.079,6.246,4.1475,16.823999999999998,401.35,12.6,43.2,0.0,0.1,0.11,30.0,-1.0,-5.0,STAT,,,,3.4448
2025-03-17 21:10:57-07:00,13.28,157.65200000000002,5.49,5.806500000000001,14.868,401.77,12.4,43.7,0.0,0.03,0.3,29.0,1.0,-5.0,STAT,,,,2.9976000000000003
2025-03-17 21:11:57-07:00,13.24,148.137,7.128,6.814500000000001,13.44,401.92,12.3,44.5,0.0,0.01,0.1,28.0,2.0,-4.0,STAT,,,,2.696
2025-03-17 21:12:58-07:00,13.22,150.986,5.607,6.7095,13.860000000000001,401.97,12.3,44.8,0.0,0.06,0.09,31.0,0.0,-5.0,STAT,,,,2.8200000000000003
2025-03-17 21:13:58-07:00,13.17,144.89200000000002,5.436,6.3105,14.988,401.99,12.3,44.7,0.0,0.02,0.03,31.0,0.0,-4.0,STAT,,,,3.0136000000000003
2025-03-17 21:14:59-07:00,13.15,150.986,6.12,5.628000000000001,15.06,402.0,12.3,44.8,0.0,0.01,0.01,31.0,0.0,-5.0,STAT,,,,3.0200000000000005
2025-03-17 21:15:59-07:00,13.13,152.21800000000002,5.922000000000001,5.764500000000001,15.732,402.0,12.3,44.3,0.0,0.0,0.0,31.0,0.0,-5.0,STAT,,,,3.1464
2025-03-17 21:16:59-07:00,13.12,151.04100000000003,4.86,7.1925,15.264,402.0,12.3,44.9,0.0,0.0,0.0,30.0,0.0,-5.0,STAT,,,,3.0528
2025-03-17 21:17:59-07:00,13.11,152.43800000000002,6.318,6.205500000000001,16.548,401.77,12.3,44.5,0.0,0.0,0.0,31.0,0.0,-5.0,STAT,,,,3.3095999999999997
2025-03-17 21:18:59-07:00,13.06,155.342,3.681,7.5075,15.096,401.27,12.3,44.8,0.0,0.0,0.29,31.0,1.0,-4.0,STAT,,,,3.0192
2025-03-17 21:19:59-07:00,13.04,156.508,5.697,7.6335,11.988,401.1,12.3,43.9,0.0,0.27,0.37,32.0,0.0,-5.0,STAT,,,,2.6136000000000004
2025-03-17 21:20:59-07:00,13.03,156.32100000000003,4.077,7.455,16.26,401.03,12.3,44.4,0.0,0.11,0.14,31.0,0.0,-4.0,STAT,,,,3.3400000000000007
2025-03-17 21:21:59-07:00,13.03,155.91400000000002,4.644,5.1450000000000005,18.144,401.01,12.4,43.5,0.0,0.03,0.04,32.0,0.0,-4.0,STAT,,,,3.6528
2025-03-17 21:22:59-07:00,13.03,166.26500000000001,4.878,4.5360000000000005,18.204,401.0,12.4,42.8,0.0,0.01,0.01,32.0,0.0,-4.0,STAT,,,,3.6488000000000005
2025-03-17 21:23:59-07:00,13.03,163.72400000000002,4.473,5.795999999999999,16.8,401.0,12.4,42.8,0.0,0.12,0.22,31.0,0.0,-4.0,STAT,,,,3.4560000000000004
2025-03-17 21:25:00-07:00,13.07,155.68300000000002,4.941000000000001,6.541500000000001,17.016,400.65,12.5,42.9,0.0,0.13,0.17,30.0,0.0,-5.0,STAT,,,,3.5072
2025-03-17 21:26:00-07:00,13.1,157.685,4.779,5.932500000000001,17.927999999999997,400.23,12.6,43.0,0.0,0.09,0.1,31.0,-1.0,-5.0,STAT,,,,3.6575999999999995
2025-03-17 21:27:00-07:00,13.12,157.157,4.338,6.9195,16.727999999999998,400.08,12.7,43.4,0.0,0.03,0.03,31.0,-1.0,-5.0,STAT,,,,3.3695999999999997
2025-03-17 21:28:00-07:00,13.16,156.09000000000003,4.365,5.9639999999999995,16.644,400.03,12.8,43.2,0.0,0.01,0.01,32.0,-1.0,-6.0,STAT,,,,3.3367999999999998
2025-03-17 21:29:00-07:00,13.2,157.223,4.833,6.1635,18.06,400.01,12.9,43.3,0.0,0.0,0.0,32.0,-1.0,-5.0,STAT,,,,3.612
2025-03-17 21:30:00-07:00,13.25,164.95600000000002,5.373,5.019,18.144,400.0,13.1,42.4,0.0,0.0,0.0,33.0,-2.0,-6.0,STAT,,,,3.6288
2025-03-17 21:31:00-07:00,13.3,167.01300000000003,7.2,4.2525,16.74,400.0,13.1,41.1,0.0,0.31,0.31,32.0,-2.0,-6.0,STAT,,,,3.596
2025-03-17 21:32:01-07:00,13.36,173.052,5.6610000000000005,4.6095,16.2,399.55,13.2,40.4,0.0,0.14,0.14,32.0,-2.0,-6.0,STAT,,,,3.3520000000000003
2025-03-17 21:33:01-07:00,13.4,168.3,6.516,4.578,15.264,399.42,13.2,40.4,0.0,0.05,0.05,31.0,-1.0,-6.0,STAT,,,,3.0928
2025-03-17 21:34:01-07:00,13.45,164.14200000000002,4.599,6.426,14.268,399.8,13.2,41.1,0.0,0.02,0.3,32.0,-1.0,-7.0,STAT,,,,2.8696
2025-03-17 21:35:02-07:00,13.5,154.154,5.085000000000001,5.460000000000001,13.319999999999999,399.93,13.3,41.0,0.0,0.0,0.09,31.0,-2.0,-7.0,STAT,,,,2.6639999999999997
2025-03-17 21:36:03-07:00,13.55,161.337,6.939,4.389,15.06,399.97,13.4,40.0,0.0,0.0,0.03,32.0,-3.0,-7.0,STAT,,,,3.0120000000000005
2025-03-17 21:37:03-07:00,13.59,162.42600000000002,6.651,4.032,17.208,399.99,13.4,39.2,0.0,0.0,0.01,33.0,-3.0,-7.0,STAT,,,,3.4415999999999998
2025-03-17 21:38:03-07:00,13.63,160.38000000000002,4.176,4.2315000000000005,19.236,400.0,13.4,39.4,0.0,0.0,0.0,34.0,-1.0,-6.0,STAT,,,,3.8472000000000004
2025-03-17 21:39:03-07:00,13.68,151.49200000000002,6.012,4.6095,15.107999999999999,400.0,13.6,39.0,0.0,0.0,0.0,33.0,-2.0,-8.0,STAT,,,,3.0216
2025-03-17 21:40:02-07:00,13.73,155.26500000000001,5.867999999999999,4.6095,14.939999999999998,400.0,13.7,38.5,0.0,0.0,0.0,34.0,-3.0,-8.0,STAT,,,,2.9879999999999995
2025-03-17 21:41:02-07:00,13.78,158.69700000000003,6.255,4.3365,15.876,400.0,13.7,38.1,0.0,0.0,0.46,33.0,-3.0,-7.0,STAT,,,,3.1752000000000002
2025-03-17 21:42:02-07:00,13.82,158.69700000000003,6.615,4.9559999999999995,14.7,400.0,13.7,37.8,0.0,0.0,0.41,33.0,-2.0,-7.0,STAT,,,,2.94
2025-03-17 21:43:03-07:00,13.87,159.66500000000002,7.443,2.709,16.2,399.77,13.8,36.7,0.0,0.0,0.16,33.0,-3.0,-8.0,STAT,,,,3.24
2025-03-17 21:44:03-07:00,13.9,157.69600000000003,7.812,2.058,16.308,399.92,13.7,36.0,0.0,0.0,0.06,33.0,-2.0,-8.0,STAT,,,,3.2616
2025-03-17 21:45:03-07:00,13.94,152.361,5.976,4.3469999999999995,16.596,399.97,13.7,36.7,0.0,0.0,0.02,32.0,-2.0,-7.0,STAT,,,,3.3192000000000004
2025-03-17 21:46:04-07:00,13.98,145.816,3.564,4.011,16.08,399.99,13.8,36.9,0.0,0.0,0.16,35.0,-3.0,-8.0,STAT,,,,3.2159999999999997
2025-03-17 21:47:04-07:00,14.0,157.993,6.183,3.5805000000000002,15.335999999999999,400.0,13.8,36.3,0.0,0.0,0.06,34.0,-2.0,-8.0,STAT,,,,3.0671999999999997
2025-03-17 21:48:05-07:00,14.03,151.657,5.787,3.3075,15.384,400.0,13.8,36.5,0.0,0.0,0.02,34.0,-2.0,-8.0,STAT,,,,3.0768000000000004
2025-03-17 21:49:05-07:00,14.08,148.74200000000002,5.373,3.6645000000000003,15.768,399.52,13.9,36.1,0.0,0.0,0.01,34.0,-1.0,-7.0,STAT,,,,3.1536000000000004
2025-03-17 21:50:05-07:00,14.1,145.816,5.922000000000001,3.3495,17.472,399.38,13.9,36.2,0.0,0.0,0.0,34.0,-1.0,-7.0,STAT,,,,3.4944000000000006
2025-03-17 21:51:05-07:00,14.11,152.119,5.994000000000001,2.8455,19.476,399.35,13.8,36.2,0.0,0.0,0.0,34.0,-2.0,-7.0,STAT,,,,3.8952
2025-03-17 21:52:05-07:00,14.15,144.144,5.418,4.557,16.056,399.12,14.0,37.0,0.0,0.0,0.0,33.0,-2.0,-8.0,STAT,,,,3.2112000000000003
2025-03-17 21:53:05-07:00,14.18,146.454,6.426,3.423,16.043999999999997,399.22,14.1,36.2,0.0,0.0,0.0,34.0,-2.0,-8.0,STAT,,,,3.2087999999999997
2025-03-17 21:54:05-07:00,14.21,161.55700000000002,8.172,3.948,14.856,399.73,14.1,35.9,0.0,0.0,0.29,33.0,-2.0,-7.0,STAT,,,,2.9712
2025-03-17 21:55:05-07:00,14.26,156.97,6.210000000000001,4.2,13.812,399.9,14.1,36.0,0.0,0.0,0.1,36.0,-2.0,-7.0,STAT,,,,2.7624
2025-03-17 21:56:02-07:00,14.29,156.78300000000002,4.446000000000001,3.3705000000000003,17.328,399.96,14.0,36.1,0.0,0.0,0.03,36.0,-2.0,-7.0,STAT,,,,3.4656000000000002
2025-03-17 21:57:02-07:00,14.31,147.136,6.408,3.0345000000000004,16.284,399.99,14.1,35.6,0.0,0.0,0.01,34.0,-2.0,-8.0,STAT,,,,3.2568
2025-03-17 21:58:02-07:00,14.34,142.879,4.662,5.187,15.156,399.45,14.2,36.0,0.0,0.0,0.0,36.0,-2.0,-7.0,STAT,,,,3.0312
2025-03-17 21:59:02-07:00,14.37,146.52,4.293,5.3549999999999995,18.023999999999997,399.16,14.2,37.0,0.0,0.0,0.0,35.0,-2.0,-6.0,STAT,,,,3.6047999999999996
2025-03-17 22:00:02-07:00,14.39,148.478,5.112,5.1555,17.028,399.06,14.2,37.2,0.0,0.0,0.0,35.0,-2.0,-7.0,STAT,,,,3.4055999999999997
2025-03-17 22:01:02-07:00,14.4,149.292,5.67,4.641,15.756,399.02,14.2,36.9,0.0,0.0,0.0,36.0,-2.0,-7.0,STAT,,,,3.1512000000000002
2025-03-17 22:02:02-07:00,14.45,147.345,4.104,6.0795,13.392,399.01,14.2,36.7,0.0,0.0,0.0,36.0,-1.0,-7.0,STAT,,,,2.6784
2025-03-17 22:03:02-07:00,14.48,145.508,5.103,5.061000000000001,14.123999999999999,399.0,14.3,36.2,0.0,0.0,0.0,37.0,-1.0,-7.0,STAT,,,,2.8247999999999998
2025-03-17 22:04:02-07:00,14.5,150.77700000000002,6.12,3.4125,15.372,399.0,14.4,35.3,0.0,0.0,0.2,37.0,-2.0,-7.0,STAT,,,,3.0744000000000002
2025-03-17 22:05:03-07:00,14.51,158.125,5.607,3.108,16.572,399.08,14.3,35.2,0.0,0.0,0.06,37.0,-2.0,-7.0,STAT,,,,3.3144
2025-03-17 22:06:04-07:00,14.51,152.33900000000003,5.67,2.4045,18.3,399.68,14.2,35.2,0.0,0.0,0.02,36.0,0.0,-6.0,STAT,,,,3.66
2025-03-17 22:07:04-07:00,14.51,142.054,6.516,3.633,16.86,399.89,14.1,35.2,0.0,0.0,0.01,35.0,0.0,-5.0,STAT,,,,3.372
2025-03-17 22:08:04-07:00,14.49,136.202,7.623000000000001,3.717,17.124,399.96,14.0,34.5,0.0,0.0,0.0,35.0,1.0,-5.0,STAT,,,,3.4248
2025-03-17 22:09:04-07:00,14.45,137.918,8.793,3.3180000000000005,15.852,399.62,13.9,33.7,0.0,0.0,0.0,35.0,1.0,-5.0,STAT,,,,3.1704000000000003
2025-03-17 22:10:05-07:00,14.42,140.613,8.757000000000001,3.8535,15.719999999999999,399.76,13.7,33.3,0.0,0.0,0.0,34.0,1.0,-5.0,STAT,,,,3.144
2025-03-17 22:11:06-07:00,14.39,139.19400000000002,6.633,3.8430000000000004,17.16,399.91,13.5,32.9,0.0,0.0,0.0,37.0,3.0,-3.0,STAT,,,,3.4320000000000004
2025-03-17 22:12:06-07:00,14.34,141.889,9.729000000000001,4.0215000000000005,17.412,399.97,13.4,32.8,0.0,0.0,0.0,33.0,3.0,-4.0,STAT,,,,3.4824
2025-03-17 22:13:06-07:00,14.31,138.82000000000002,5.067,4.787999999999999,19.944,399.99,13.3,34.0,0.0,0.0,0.0,33.0,1.0,-3.0,STAT,,,,3.9888
2025-03-17 22:14:07-07:00,14.26,130.856,2.8440000000000003,5.8485000000000005,19.404,400.0,13.3,35.4,0.0,0.04,0.04,35.0,1.0,-3.0,STAT,,,,3.9128000000000003
2025-03-17 22:15:07-07:00,14.23,130.922,6.939,5.04,19.548,400.0,13.2,35.0,0.0,0.01,0.01,33.0,1.0,-3.0,STAT,,,,3.9175999999999997
2025-03-17 22:16:07-07:00,14.2,132.418,5.355,5.3235,18.192,400.0,13.2,34.6,0.0,0.0,0.0,34.0,2.0,-3.0,STAT,,,,3.6384000000000003
2025-03-17 22:17:03-07:00,14.14,132.044,7.245000000000001,5.6175,17.483999999999998,400.0,13.2,34.5,0.0,0.0,0.0,33.0,2.0,-4.0,STAT,,,,3.4968
2025-03-17 22:18:03-07:00,14.09,125.334,6.345,6.3105,16.488,400.0,13.2,34.2,0.0,0.0,0.0,35.0,3.0,-3.0,STAT,,,,3.2976
2025-03-17 22:19:03-07:00,14.04,130.02,8.784,6.2685,16.5,400.0,13.2,34.0,0.0,0.0,0.0,32.0,1.0,-4.0,STAT,,,,3.3000000000000003
2025-03-17 22:20:03-07:00,13.98,133.18800000000002,6.4350000000000005,5.649,17.772,399.54,13.3,34.4,0.0,0.0,0.0,34.0,1.0,-4.0,STAT,,,,3.5544
2025-03-17 22:21:03-07:00,13.94,147.411,6.057,5.596500000000001,17.256,399.19,13.2,34.1,0.0,0.0,0.0,35.0,1.0,-3.0,STAT,,,,3.4512
2025-03-17 22:22:04-07:00,13.9,153.252,5.364,5.7435,18.852,399.07,13.1,34.4,0.0,0.0,0.0,34.0,2.0,-2.0,STAT,,,,3.7704000000000004
2025-03-17 22:23:04-07:00,13.85,147.092,5.292,6.016500000000001,20.772,399.02,13.0,34.5,0.0,0.0,0.0,34.0,2.0,-2.0,STAT,,,,4.1544
2025-03-17 22:24:04-07:00,13.83,142.901,5.832000000000001,6.8565000000000005,18.276,399.01,13.0,34.6,0.0,0.0,0.0,33.0,2.0,-2.0,STAT,,,,3.6552000000000002
2025-03-17 22:25:04-07:00,13.81,126.643,4.077,7.213500000000001,16.331999999999997,399.0,13.1,35.3,0.0,0.0,0.0,35.0,3.0,-3.0,STAT,,,,3.2663999999999995
2025-03-17 22:26:04-07:00,13.81,139.656,5.076,7.2555000000000005,17.508,398.58,13.2,35.7,0.0,0.0,0.0,34.0,1.0,-4.0,STAT,,,,3.5016
2025-03-17 22:27:04-07:00,13.82,149.14900000000003,3.33,6.2475000000000005,20.952,398.21,13.3,35.5,0.0,0.0,0.0,36.0,0.0,-3.0,STAT,,,,4.1904
2025-03-17 22:28:05-07:00,13.82,150.436,6.021000000000001,5.670000000000001,19.668,398.07,13.5,34.9,0.0,0.0,0.02,35.0,0.0,-3.0,STAT,,,,3.9336
2025-03-17 22:29:05-07:00,13.87,156.761,3.1410000000000005,5.795999999999999,20.184,398.03,13.6,34.8,0.0,0.0,0.01,36.0,0.0,-4.0,STAT,,,,4.0368
2025-03-17 22:30:05-07:00,13.9,158.829,7.0649999999999995,3.7695,21.816,398.01,13.7,34.1,0.0,0.0,0.0,35.0,-1.0,-4.0,STAT,,,,4.3632
2025-03-17 22:31:06-07:00,13.94,160.644,5.7780000000000005,3.8745000000000003,21.479999999999997,398.0,13.7,33.7,0.0,0.0,0.0,36.0,0.0,-4.0,STAT,,,,4.295999999999999
2025-03-17 22:32:06-07:00,13.98,149.31400000000002,6.678,4.053,20.544,398.0,13.8,33.5,0.0,0.0,0.0,35.0,0.0,-4.0,STAT,,,,4.1088000000000005
2025-03-17 22:33:06-07:00,14.01,144.661,6.6240000000000006,4.168500000000001,20.171999999999997,398.0,13.9,33.0,0.0,0.0,0.0,35.0,0.0,-4.0,STAT,,,,4.0344
2025-03-17 22:34:07-07:00,14.07,144.60600000000002,4.788,4.357500000000001,20.4,398.0,13.9,32.8,0.0,0.0,0.0,37.0,0.0,-4.0,STAT,,,,4.08
2025-03-17 22:35:07-07:00,14.1,139.19400000000002,4.95,5.061000000000001,19.08,398.0,13.9,32.7,0.0,0.0,0.0,36.0,0.0,-4.0,STAT,,,,3.816
2025-03-17 22:36:07-07:00,14.12,137.72000000000003,3.9240000000000004,5.376,20.028000000000002,398.0,14.0,33.2,0.0,0.0,0.0,37.0,0.0,-4.0,STAT,,,,4.0056
2025-03-17 22:37:07-07:00,14.17,138.743,5.805000000000001,5.670000000000001,18.947999999999997,398.0,14.1,32.9,0.0,0.0,0.0,36.0,-1.0,-5.0,STAT,,,,3.7895999999999996
2025-03-17 22:38:07-07:00,14.2,130.20700000000002,4.842,5.523,17.22,398.0,14.3,33.0,0.0,0.0,0.0,36.0,-2.0,-6.0,STAT,,,,3.444
2025-03-17 22:39:07-07:00,14.25,142.50500000000002,4.275,4.8405000000000005,18.36,398.0,14.3,32.4,0.0,0.0,0.0,37.0,-2.0,-6.0,STAT,,,,3.672
2025-03-17 22:40:07-07:00,14.29,141.40500000000003,6.093,4.473,16.919999999999998,398.0,14.5,32.1,0.0,0.0,0.0,36.0,-2.0,-7.0,STAT,,,,3.384
2025-03-17 22:41:09-07:00,14.35,143.66,5.301,4.5465,19.284,398.0,14.5,32.2,0.0,0.0,0.0,37.0,-2.0,-7.0,STAT,,,,3.8568
2025-03-17 22:42:09-07:00,14.38,142.56,5.4270000000000005,4.158,17.52,398.0,14.5,31.8,0.0,0.0,0.0,38.0,-2.0,-6.0,STAT,,,,3.504
2025-03-17 22:43:09-07:00,14.44,147.455,6.588,3.4335,18.599999999999998,398.0,14.6,31.5,0.0,0.0,0.0,37.0,-2.0,-6.0,STAT,,,,3.7199999999999998
2025-03-17 22:44:09-07:00,14.48,144.595,3.9330000000000003,4.557,18.372,398.0,14.6,31.4,0.0,0.0,0.0,38.0,-1.0,-6.0,STAT,,,,3.6744000000000003
2025-03-17 22:45:10-07:00,14.52,135.71800000000002,4.599,4.179,18.264,398.0,14.8,31.8,0.0,0.0,0.0,38.0,-2.0,-6.0,STAT,,,,3.6528
2025-03-17 22:46:06-07:00,14.57,143.67100000000002,3.9330000000000003,4.221,18.372,397.85,14.7,31.6,0.0,0.0,0.0,39.0,-1.0,-6.0,STAT,,,,3.6744000000000003
2025-03-17 22:47:06-07:00,14.59,148.73100000000002,5.4990000000000006,4.0635,18.24,397.88,14.7,31.5,0.0,0.0,0.0,37.0,-2.0,-7.0,STAT,,,,3.6479999999999997
2025-03-17 22:48:07-07:00,14.64,139.656,3.6990000000000003,4.284000000000001,21.0,398.41,14.7,31.8,0.0,0.0,0.0,37.0,0.0,-6.0,STAT,,,,4.2
2025-03-17 22:49:07-07:00,14.67,133.925,4.824000000000001,3.423,17.7,398.5,14.7,31.7,0.0,0.0,0.0,37.0,-1.0,-6.0,STAT,,,,3.54
2025-03-17 22:50:07-07:00,14.69,135.179,3.636,5.817,15.815999999999999,398.18,14.8,32.2,0.0,0.0,0.0,37.0,0.0,-7.0,STAT,,,,3.1632
2025-03-17 22:51:08-07:00,14.7,131.73600000000002,4.662,5.1765,15.756,398.06,14.9,31.8,0.0,0.08,0.08,38.0,-1.0,-7.0,STAT,,,,3.2152000000000003
2025-03-17 22:52:08-07:00,14.74,148.236,4.941000000000001,4.368,19.032,398.02,14.8,31.6,0.0,0.03,0.03,38.0,-2.0,-6.0,STAT,,,,3.8304
2025-03-17 22:53:08-07:00,14.77,147.092,5.337,4.2315000000000005,17.099999999999998,398.05,14.8,31.4,0.0,0.01,0.01,37.0,0.0,-6.0,STAT,,,,3.428
2025-03-17 22:54:08-07:00,14.79,148.698,5.3100000000000005,4.578,17.34,398.02,14.7,31.3,0.0,0.0,0.0,36.0,0.0,-5.0,STAT,,,,3.468
2025-03-17 22:55:08-07:00,14.79,141.85600000000002,4.896000000000001,3.4859999999999998,19.848,398.24,14.7,31.0,0.0,0.0,0.0,39.0,0.0,-5.0,STAT,,,,3.9696
2025-03-17 22:56:08-07:00,14.8,138.96300000000002,3.9869999999999997,4.431,18.887999999999998,398.62,14.6,31.3,0.0,0.0,0.31,38.0,0.0,-5.0,STAT,,,,3.7775999999999996
2025-03-17 22:57:08-07:00,14.8,136.191,3.9240000000000004,4.704000000000001,16.932,398.87,14.6,31.6,0.0,0.0,0.1,38.0,0.0,-6.0,STAT,,,,3.3864
2025-03-17 22:58:09-07:00,14.8,137.005,5.976,4.189500000000001,18.18,398.72,14.6,31.3,0.0,0.0,0.03,37.0,0.0,-5.0,STAT,,,,3.636
2025-03-17 22:59:09-07:00,14.8,139.568,4.553999999999999,5.4285000000000005,19.152,398.25,14.5,31.6,0.0,0.0,0.01,37.0,0.0,-4.0,STAT,,,,3.8304000000000005
2025-03-17 23:00:09-07:00,14.8,134.97000000000003,4.842,6.1845,18.0,398.09,14.6,31.6,0.0,0.0,0.0,37.0,0.0,-4.0,STAT,,,,3.6
2025-03-17 23:01:09-07:00,14.8,132.55,3.8429999999999995,6.279000000000001,18.624,398.03,14.6,31.7,0.0,0.0,0.0,38.0,0.0,-5.0,STAT,,,,3.7248
2025-03-17 23:02:09-07:00,14.8,138.413,3.213,5.2815,19.247999999999998,398.01,14.7,31.5,0.0,0.0,0.0,39.0,0.0,-6.0,STAT,,,,3.8495999999999997
2025-03-17 23:03:10-07:00,14.8,150.39200000000002,3.132,5.061000000000001,19.86,398.0,14.7,31.8,0.0,0.0,0.0,39.0,0.0,-5.0,STAT,,,,3.972
2025-03-17 23:04:10-07:00,14.83,146.20100000000002,3.51,5.596500000000001,18.528,398.0,14.8,31.8,0.0,0.0,0.0,39.0,0.0,-5.0,STAT,,,,3.7056
2025-03-17 23:05:10-07:00,14.86,154.30800000000002,4.6259999999999994,5.082,20.220000000000002,398.0,14.8,31.7,0.0,0.0,0.0,39.0,0.0,-5.0,STAT,,,,4.0440000000000005
2025-03-17 23:06:11-07:00,14.88,150.469,3.942,6.1845,19.104,398.0,14.9,31.7,0.0,0.0,0.0,38.0,0.0,-4.0,STAT,,,,3.8208
2025-03-17 23:07:11-07:00,14.89,156.12300000000002,4.734,5.197500000000001,19.907999999999998,398.0,14.9,31.5,0.0,0.0,0.0,38.0,-1.0,-5.0,STAT,,,,3.9816
2025-03-17 23:08:11-07:00,14.9,146.77300000000002,5.49,4.0635,19.295999999999996,398.0,14.9,30.9,0.0,0.0,0.0,39.0,-1.0,-5.0,STAT,,,,3.8591999999999995
2025-03-17 23:09:11-07:00,14.91,144.89200000000002,4.014,4.1055,19.068,398.0,14.9,30.8,0.0,0.0,0.0,40.0,0.0,-5.0,STAT,,,,3.8136000000000005
2025-03-17 23:10:11-07:00,14.96,147.994,5.184,3.717,19.116,398.0,14.8,30.6,0.0,0.0,0.0,39.0,0.0,-5.0,STAT,,,,3.8232
2025-03-17 23:11:11-07:00,14.97,140.85500000000002,3.8970000000000002,4.8615,17.724,398.0,14.8,30.7,0.0,0.0,0.0,38.0,1.0,-5.0,STAT,,,,3.5448000000000004
2025-03-17 23:12:11-07:00,14.98,131.06500000000003,2.736,5.628000000000001,16.128,398.0,14.9,31.2,0.0,0.0,0.0,39.0,1.0,-5.0,STAT,,,,3.2256
2025-03-17 23:13:12-07:00,14.98,132.583,2.511,5.817,18.3,398.0,14.9,31.6,0.0,0.0,0.0,39.0,0.0,-5.0,STAT,,,,3.66
2025-03-17 23:14:12-07:00,14.98,145.959,3.4019999999999997,5.806500000000001,17.568,398.0,14.9,31.3,0.0,0.0,0.0,39.0,0.0,-5.0,STAT,,,,3.5136000000000003
2025-03-17 23:15:12-07:00,14.99,144.08900000000003,2.466,5.292000000000001,19.176,398.0,15.0,31.2,0.0,0.0,0.0,40.0,0.0,-4.0,STAT,,,,3.8352
2025-03-17 23:16:12-07:00,14.99,144.353,5.175,5.628000000000001,18.864,398.0,15.0,31.1,0.0,0.0,0.0,38.0,0.0,-4.0,STAT,,,,3.7728
2025-03-17 23:17:12-07:00,14.99,147.026,2.646,6.111000000000001,19.476,398.0,15.1,31.4,0.0,0.0,0.0,40.0,0.0,-5.0,STAT,,,,3.8952
2025-03-17 23:18:12-07:00,14.99,145.761,0.459,6.9615,16.308,398.0,15.1,31.4,0.0,0.0,0.0,42.0,0.0,-6.0,STAT,,,,3.2616
2025-03-17 23:19:09-07:00,15.0,144.82600000000002,2.214,6.93,17.352,398.0,15.2,31.8,0.0,0.0,0.0,41.0,0.0,-5.0,STAT,,,,3.4704
