Region	Code	Status	EmailTimestamp	EmailID
Whistler, B.C.	082400	continued	2026-08-15 04:21:45	496
      Howe Sound, B.C.	082514	continued	2026-08-15 04:21:45	496
      North Harrison Lake, B.C.	082711-082721-082731	continued	2026-08-15 04:21:45	496
      Fraser Canyon, B.C.	083110-083122	continued	2026-08-15 04:21:45	496
      Nicola, B.C.	083121-083300	continued	2026-08-15 04:21:45	496
      South Thompson, B.C.	083200	continued	2026-08-15 04:21:45	496
Sunshine Coast - Gibsons to Earls Cove, B.C.	082310	issued	2026-08-15 12:18:51	497
Whistler, B.C.	082400	continued	2026-08-15 12:18:51	497
      Howe Sound, B.C.	082514	continued	2026-08-15 12:18:51	497
      North Harrison Lake, B.C.	082711-082721-082731	continued	2026-08-15 12:18:51	497
      Fraser Canyon, B.C.	083110-083122	continued	2026-08-15 12:18:51	497
      Nicola, B.C.	083121-083300	continued	2026-08-15 12:18:51	497
      South Thompson, B.C.	083200	continued	2026-08-15 12:18:51	497
Â Â     Eastern Fraser Valley, B.C.	082720-082732	continued	2026-08-15 15:21:33	498
Sunshine Coast - Gibsons to Earls Cove, B.C.	082310	continued	2026-08-16 02:24:24	499
      Whistler, B.C.	082400	continued	2026-08-16 02:24:24	499
      Howe Sound, B.C.	082514	continued	2026-08-16 02:24:24	499
      North Harrison Lake, B.C.	082711-082721-082731	continued	2026-08-16 02:24:24	499
      Fraser Canyon, B.C.	083110-083122	continued	2026-08-16 02:24:24	499
      Nicola, B.C.	083121-083300	continued	2026-08-16 02:24:24	499
      South Thompson, B.C.	083200	continued	2026-08-16 02:24:24	499
Â Â     Eastern Fraser Valley, B.C.	082720-082732	continued	2026-08-16 04:21:57	500
Whistler, B.C.	082400	continued	2026-08-16 11:22:08	501
      Fraser Canyon - north including Lillooet, B.C.	083110	continued	2026-08-16 11:22:08	501
      Nicola, B.C.	083121-083300	continued	2026-08-16 11:22:08	501
      South Thompson, B.C.	083200	continued	2026-08-16 11:22:08	501
Sunshine Coast - Gibsons to Earls Cove, B.C.	082310	ended	2026-08-16 11:22:08	501
      Howe Sound, B.C.	082514	ended	2026-08-16 11:22:08	501
      North Harrison Lake, B.C.	082711-082721-082731	ended	2026-08-16 11:22:08	501
      Fraser Canyon - south including Lytton, B.C.	083122	ended	2026-08-16 11:22:08	501
Â Â     Fraser Canyon - south including Lytton, B.C.	083122	issued	2026-08-16 11:22:09	502
Eastern Fraser Valley, B.C.	082720-082732	ended	2026-08-16 13:20:52	503
Â Â     Fraser Canyon - south including Lytton, B.C.	083122	continued	2026-08-16 19:44:41	504
Whistler, B.C.	082400	continued	2026-08-16 19:44:42	505
      Fraser Canyon - north including Lillooet, B.C.	083110	continued	2026-08-16 19:44:42	505
      Nicola, B.C.	083121-083300	continued	2026-08-16 19:44:42	505
      South Thompson, B.C.	083200	continued	2026-08-16 19:44:42	505
Whistler, B.C.	082400	continued	2026-08-17 04:24:34	506
      Fraser Canyon - north including Lillooet, B.C.	083110	continued	2026-08-17 04:24:34	506
      Nicola, B.C.	083121-083300	continued	2026-08-17 04:24:34	506
      South Thompson, B.C.	083200	continued	2026-08-17 04:24:34	506
Â Â     Fraser Canyon - south including Lytton, B.C.	083122	continued	2026-08-17 04:24:35	507
Â Â     Fraser Canyon - south including Lytton, B.C.	083122	continued	2026-08-17 12:29:49	508
Whistler, B.C.	082400	continued	2026-08-17 12:29:51	509
      Fraser Canyon - north including Lillooet, B.C.	083110	continued	2026-08-17 12:29:51	509
      South Thompson, B.C.	083200	continued	2026-08-17 12:29:51	509
Whistler, B.C.	082400	continued	2026-08-17 12:29:52	510
      Fraser Canyon - north including Lillooet, B.C.	083110	continued	2026-08-17 12:29:52	510
      South Thompson, B.C.	083200	continued	2026-08-17 12:29:52	510
Whistler, B.C.	082400	continued	2026-08-17 13:22:58	511
      Fraser Canyon - north including Lillooet, B.C.	083110	continued	2026-08-17 13:22:58	511
      South Thompson, B.C.	083200	continued	2026-08-17 13:22:58	511
Â Â     Nicola, B.C.	083121-083300	continued	2026-08-17 20:33:49	512
Â Â     Fraser Canyon - south including Lytton, B.C.	083122	continued	2026-08-17 20:33:49	512
Whistler, B.C.	082400	continued	2026-08-17 20:33:51	513
      Fraser Canyon - north including Lillooet, B.C.	083110	continued	2026-08-17 20:33:51	513
      South Thompson, B.C.	083200	continued	2026-08-17 20:33:51	513
Â Â     Nicola, B.C.	083121-083300	continued	2026-08-18 05:26:59	514
Â Â     Fraser Canyon - south including Lytton, B.C.	083122	continued	2026-08-18 05:26:59	514
Whistler, B.C.	082400	continued	2026-08-18 05:27:01	515
      Fraser Canyon - north including Lillooet, B.C.	083110	continued	2026-08-18 05:27:01	515
      South Thompson, B.C.	083200	continued	2026-08-18 05:27:01	515
Â Â     Nicola, B.C.	083121-083300	continued	2026-08-18 17:23:55	516
Â Â     Fraser Canyon - south including Lytton, B.C.	083122	ended	2026-08-18 17:23:55	516
Fraser Canyon - north including Lillooet, B.C.	083110	continued	2026-08-18 17:23:57	517
      South Thompson, B.C.	083200	continued	2026-08-18 17:23:57	517
Whistler, B.C.	082400	ended	2026-08-18 17:23:57	517
Â Â     Nicola, B.C.	083121-083300	continued	2026-08-19 06:44:23	518
Fraser Canyon - north including Lillooet, B.C.	083110	continued	2026-08-19 06:44:24	519
      South Thompson, B.C.	083200	continued	2026-08-19 06:44:24	519
Fraser Canyon - south including Lytton, B.C.	083122	issued	2026-08-19 14:45:51	520
Fraser Canyon - north including Lillooet, B.C.	083110	continued	2026-08-19 14:45:51	520
      South Thompson, B.C.	083200	continued	2026-08-19 14:45:51	520
Nicola, B.C.	083121-083300	ended	2026-08-19 14:45:52	521
Nicola, B.C.	083121-083300	issued	2026-08-19 14:45:53	522
Fraser Canyon, B.C.	083110-083122	continued	2026-08-19 14:45:53	522
      South Thompson, B.C.	083200	continued	2026-08-19 14:45:53	522
Fraser Canyon, B.C.	083110-083122	continued	2026-08-20 00:33:46	523
      Nicola, B.C.	083121-083300	continued	2026-08-20 00:33:46	523
      South Thompson, B.C.	083200	continued	2026-08-20 00:33:46	523
Â Â     Fraser Canyon, B.C.	083110-083122	issued	2026-08-20 11:23:28	524
Nicola, B.C.	083121-083300	continued	2026-08-20 22:26:48	525
      South Thompson, B.C.	083200	continued	2026-08-20 22:26:48	525
Fraser Canyon, B.C.	083110-083122	ended	2026-08-20 22:26:48	525
Nicola, B.C.	083121-083300	continued	2026-08-20 22:26:49	526
      South Thompson, B.C.	083200	continued	2026-08-20 22:26:49	526
Â Â     Fraser Canyon, B.C.	083110-083122	continued	2026-08-21 01:28:22	527
Nicola, B.C.	083121-083300	continued	2026-08-21 06:34:56	528
      South Thompson, B.C.	083200	continued	2026-08-21 06:34:56	528
Fraser Canyon - south including Lytton, B.C.	083122	issued	2026-08-21 12:23:47	529
South Thompson, B.C.	083200	continued	2026-08-21 12:23:47	529
Eastern Fraser Valley, B.C.	082720-082732	issued	2026-08-21 13:21:21	530
Fraser Canyon - north including Lillooet, B.C.	083110	continued	2026-08-21 23:23:03	531
Fraser Canyon - south including Lytton, B.C.	083122	ended	2026-08-21 23:23:03	531
Â Â     Fraser Canyon - north including Lillooet, B.C.	083110	continued	2026-08-21 23:23:04	532
Â Â     Nicola, B.C.	083121-083300	continued	2026-08-21 23:23:04	532
Fraser Canyon - south including Lytton, B.C.	083122	continued	2026-08-22 02:23:41	533
      South Thompson, B.C.	083200	continued	2026-08-22 02:23:41	533
Â Â     Eastern Fraser Valley, B.C.	082720-082732	continued	2026-08-22 02:23:43	534
Â Â     Fraser Canyon - north including Lillooet, B.C.	083110	continued	2026-08-22 05:19:07	535
Â Â     Nicola, B.C.	083121-083300	continued	2026-08-22 05:19:07	535
Fraser Canyon - north including Lillooet, B.C.	083110	issued	2026-08-22 10:20:21	536
Fraser Canyon - south including Lytton, B.C.	083122	continued	2026-08-22 10:20:21	536
Eastern Fraser Valley, B.C.	082720-082732	ended	2026-08-22 12:21:11	537
Nicola, B.C.	083121-083300	continued	2026-08-22 16:20:37	538
Fraser Canyon - north including Lillooet, B.C.	083110	ended	2026-08-22 16:20:37	538
Â Â     Nicola, B.C.	083121-083300	continued	2026-08-22 16:20:38	539
Â Â     South Thompson, B.C.	083200	continued	2026-08-22 16:20:38	539
Fraser Canyon, B.C.	083110-083122	continued	2026-08-23 00:29:30	540
Â Â     Nicola, B.C.	083121-083300	continued	2026-08-23 05:20:26	541
Â Â     South Thompson, B.C.	083200	continued	2026-08-23 05:20:26	541
Nicola, B.C.	083121-083300	ended	2026-08-23 10:20:17	542
      South Thompson, B.C.	083200	ended	2026-08-23 10:20:17	542
Nicola, B.C.	083121-083300	issued	2026-08-23 10:20:18	543
      South Thompson, B.C.	083200	issued	2026-08-23 10:20:18	543
Fraser Canyon - south including Lytton, B.C.	083122	continued	2026-08-23 10:20:18	543
Fraser Canyon - north including Lillooet, B.C.	083110	ended	2026-08-23 10:20:18	543
Nicola, B.C.	083121-083300	continued	2026-08-24 00:39:38	544
      Fraser Canyon - south including Lytton, B.C.	083122	continued	2026-08-24 00:39:38	544
      South Thompson, B.C.	083200	continued	2026-08-24 00:39:38	544
Fraser Canyon - north including Lillooet, B.C.	083110	issued	2026-08-24 11:23:55	545
Nicola, B.C.	083121-083300	continued	2026-08-24 11:23:55	545
      Fraser Canyon - south including Lytton, B.C.	083122	continued	2026-08-24 11:23:55	545
      South Thompson, B.C.	083200	continued	2026-08-24 11:23:55	545
Â Â     Eastern Fraser Valley, B.C.	082720-082732	issued	2026-08-24 14:29:11	546
Fraser Canyon, B.C.	083110-083122	continued	2026-08-25 01:30:07	547
      Nicola, B.C.	083121-083300	continued	2026-08-25 01:30:07	547
      South Thompson, B.C.	083200	continued	2026-08-25 01:30:07	547
Â Â     Eastern Fraser Valley, B.C.	082720-082732	continued	2026-08-25 04:24:05	548
Nicola, B.C.	083121-083300	continued	2026-08-25 11:24:22	549
      Fraser Canyon - south including Lytton, B.C.	083122	continued	2026-08-25 11:24:22	549
Fraser Canyon - north including Lillooet, B.C.	083110	ended	2026-08-25 11:24:22	549
      South Thompson, B.C.	083200	ended	2026-08-25 11:24:22	549
Â Â     Central Fraser Valley, B.C.	082711-082712-082721	issued	2026-08-25 16:20:15	550
Â Â     Eastern Fraser Valley, B.C.	082720-082732	continued	2026-08-25 16:20:15	550
Nicola, B.C.	083121-083300	continued	2026-08-26 01:29:58	551
      Fraser Canyon - south including Lytton, B.C.	083122	continued	2026-08-26 01:29:58	551
Â Â     Central Fraser Valley, B.C.	082711-082712-082721	continued	2026-08-26 03:25:25	552
Â Â     Eastern Fraser Valley, B.C.	082720-082732	continued	2026-08-26 03:25:25	552
South Thompson, B.C.	083200	issued	2026-08-26 11:52:03	553
Nicola, B.C.	083121-083300	continued	2026-08-26 11:52:03	553
      Fraser Canyon - south including Lytton, B.C.	083122	continued	2026-08-26 11:52:03	553
Central Fraser Valley, B.C.	082711-082712-082721	ended	2026-08-26 12:47:57	554
      Eastern Fraser Valley, B.C.	082720-082732	ended	2026-08-26 12:47:57	554
