co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,timestamp_local,url
799.26,608.3,"{'lat': None, 'lon': None}","{'rh': 77.5, 'temp': 14.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13501, 'co2': 13263, 'no': 13589, 'no2': 13768, 'o3': 13748}, 'pm': {'pm1': 13209, 'pm10': 13211, 'pm25': 13210}}",1.84,26.26,28.55,4.25,8.38,4.68,356436653,77.5,MOD-00616,14.1,2025-04-06T19:28:12,2025-04-06T12:28:12,https://api.quant-aq.com/v1/devices/MOD-00616/data/356436555
793.29,606.13,"{'lat': None, 'lon': None}","{'rh': 78.4, 'temp': 14.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13501, 'co2': 13263, 'no': 13589, 'no2': 13768, 'o3': 13748}, 'pm': {'pm1': 13209, 'pm10': 13211, 'pm25': 13210}}",1.78,26.46,30.99,4.48,8.95,5.24,356436652,78.4,MOD-00616,14.1,2025-04-06T19:27:12,2025-04-06T12:27:12,https://api.quant-aq.com/v1/devices/MOD-00616/data/356436554
790.63,607.82,"{'lat': None, 'lon': None}","{'rh': 78.1, 'temp': 14.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13501, 'co2': 13263, 'no': 13589, 'no2': 13768, 'o3': 13748}, 'pm': {'pm1': 13209, 'pm10': 13211, 'pm25': 13210}}",1.85,26.47,31.4,4.18,25.15,4.95,356436650,78.1,MOD-00616,14.1,2025-04-06T19:26:12,2025-04-06T12:26:12,https://api.quant-aq.com/v1/devices/MOD-00616/data/356436552
796.93,606.13,"{'lat': None, 'lon': None}","{'rh': 77.9, 'temp': 14.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13501, 'co2': 13263, 'no': 13589, 'no2': 13768, 'o3': 13748}, 'pm': {'pm1': 13209, 'pm10': 13211, 'pm25': 13210}}",1.92,25.77,33.28,4.03,6.42,4.41,356436651,77.9,MOD-00616,14.1,2025-04-06T19:25:12,2025-04-06T12:25:12,https://api.quant-aq.com/v1/devices/MOD-00616/data/356436553
798.85,605.29,"{'lat': None, 'lon': None}","{'rh': 77.5, 'temp': 14.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13501, 'co2': 13263, 'no': 13589, 'no2': 13768, 'o3': 13748}, 'pm': {'pm1': 13209, 'pm10': 13211, 'pm25': 13210}}",1.94,25.08,32.6,3.89,16.5,4.22,356434358,77.5,MOD-00616,14.1,2025-04-06T19:24:12,2025-04-06T12:24:12,https://api.quant-aq.com/v1/devices/MOD-00616/data/356434260
790.3,610.95,"{'lat': None, 'lon': None}","{'rh': 77.4, 'temp': 14.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13501, 'co2': 13263, 'no': 13589, 'no2': 13768, 'o3': 13748}, 'pm': {'pm1': 13209, 'pm10': 13211, 'pm25': 13210}}",1.94,25.08,34.08,4.03,5.92,4.7,356434360,77.4,MOD-00616,14.1,2025-04-06T19:23:12,2025-04-06T12:23:12,https://api.quant-aq.com/v1/devices/MOD-00616/data/356434262
789.11,605.53,"{'lat': None, 'lon': None}","{'rh': 77.5, 'temp': 14.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13501, 'co2': 13263, 'no': 13589, 'no2': 13768, 'o3': 13748}, 'pm': {'pm1': 13209, 'pm10': 13211, 'pm25': 13210}}",1.94,24.61,35.52,3.75,6.75,4.22,356434359,77.5,MOD-00616,14.2,2025-04-06T19:22:12,2025-04-06T12:22:12,https://api.quant-aq.com/v1/devices/MOD-00616/data/356434261
783.94,600.59,"{'lat': None, 'lon': None}","{'rh': 76.1, 'temp': 14.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13501, 'co2': 13263, 'no': 13589, 'no2': 13768, 'o3': 13748}, 'pm': {'pm1': 13209, 'pm10': 13211, 'pm25': 13210}}",1.85,23.25,32.05,4.09,5.26,4.43,356434357,76.1,MOD-00616,14.2,2025-04-06T19:21:12,2025-04-06T12:21:12,https://api.quant-aq.com/v1/devices/MOD-00616/data/356434259
783.38,606.13,"{'lat': None, 'lon': None}","{'rh': 76.9, 'temp': 14.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13501, 'co2': 13263, 'no': 13589, 'no2': 13768, 'o3': 13748}, 'pm': {'pm1': 13209, 'pm10': 13211, 'pm25': 13210}}",1.94,23.93,35.6,3.81,5.47,4.14,356432101,76.9,MOD-00616,14.2,2025-04-06T19:20:12,2025-04-06T12:20:12,https://api.quant-aq.com/v1/devices/MOD-00616/data/356432003
785.46,605.65,"{'lat': None, 'lon': None}","{'rh': 75.7, 'temp': 14.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13501, 'co2': 13263, 'no': 13589, 'no2': 13768, 'o3': 13748}, 'pm': {'pm1': 13209, 'pm10': 13211, 'pm25': 13210}}",1.85,24.21,32.84,3.82,4.91,4.28,356432102,75.7,MOD-00616,14.2,2025-04-06T19:19:12,2025-04-06T12:19:12,https://api.quant-aq.com/v1/devices/MOD-00616/data/356432004
